author,career_length,paper_year
Joseph A. Gallian,42,38
Yi Shi,13,2
Tao Xie,16,9
Nikolaus Hansen,24,11
Kenneth A. Frank,27,16
Sheng Zhong,12,1
Craig Niederberger,25,15
Nikita Borisov,16,3
Jussara Almeida,17,3
Kristof Van Laerhoven,15,0
Ranjan Mukherjee,24,2
Trevor Hastie,32,27
Leen Stougie,34,2
Longfei Zhang,33,8
Hermann Maurer,45,28
Dana Pe'er,15,1
Vishvjit S (Vic) Nalwa,22,0
Rina Panigrahy,17,0
Duncan Mcfarlane,26,2
Dhabaleswar K. Panda,24,14
Wei Wang,13,2
Michael Mahoney,17,3
Tianming Liu,14,3
Dekai Wu,26,10
Luciano Baresi,20,12
Paul M. Mather,43,41
Thierry Turletti,21,11
Ali S. Hadi,30,29
Claudio Gutierrez,21,15
Michel Galley,13,3
Debanjan Saha,22,9
Fernando Pérez-González,22,8
Tony Givargis,15,4
Xiang-Yang Li (李向阳),16,4
Brandon Bennett,20,4
Jan J. Koenderink,44,14
Mario Nicodemi,20,6
YIDAN ZHENG,36,36
Nicholas Wheeler,28,15
Barbara F. Walter,20,8
Marco Zuniga,11,1
Costas Courcoubetis,32,13
Bernhard Plattner,33,16
Torgeir Dingsøyr,16,10
Ishwar Sethi,37,10
Yu Zhang,37,34
Igor B. Zhulin,29,15
Erik G. Larsson,16,10
Mihaela Cardei,14,5
Eli Upfal,33,24
Chris Johnson,38,18
Harald Søndergaard,28,4
Paolo Tonella,21,8
Vinod Chandran,29,8
Krishna S Nayak,21,16
Sriram Vishwanath,14,3
Hideki Koike,22,10
Thomas Davenport,26,10
André Anjos,13,7
Debasisa Mohanty,23,1
Frédéric Benhamou,25,9
Jacob Goldenberg,15,2
Andreas Koschan,22,7
Thomas Huber,21,13
James Taylor,10,3
Nam Sung Kim,16,5
Julien Mairal,9,5
Jin-Kao Hao,25,9
Dinesh Manocha,24,6
Daniel J. Sorin,16,7
Raymond H. Chan,27,9
Jesus Favela,23,12
Christof Monz,16,14
Greg Hamerly,13,3
Wolfram Burgard,24,15
Simonetta Balsamo,31,22
BVK Vijaya Kumar,35,8
Leon Moonen,19,7
William Griswold,28,15
Robert James Young,11,4
Timothy Sohn,11,3
Eric Yu,21,7
Ryen W. White,30,25
Alexander Strehl,7,4
Pasquale Foggia,18,8
Andrew P. Bradley,20,3
Uwe Franke,28,12
Xingfu Wu,33,22
Charles Galunic,20,3
Omar Benjelloun,13,6
Omar Benjelloun,13,6
DinkarSitaram PESIT CSE,25,6
marie-odile cordier,35,14
Scott Emrich,13,7
Joseph Sifakis,40,21
Avinash Deshpande,30,25
Antonio J. Conejo,29,18
Ruth Isserlin,12,5
Sudipta Sinha,16,10
Patrick Rives,33,11
Bert Bredeweg,25,12
Hanne Riis Nielson,34,19
James Alty,33,23
Qiankun ZHAO,35,26
Paul Sava,16,5
Scott Tilley,24,4
Shaz Qadeer,18,0
Michael J Brooks,36,11
Sarah Burge,9,1
mahendra pratap singh,44,38
xiaoliang wang,33,29
Nick Feamster,15,7
Roberto Segala,20,3
zhenxiang chen,35,25
Mark Pauly,15,3
Gideon Weiss,47,29
Ethem Alpaydin,25,15
Alexey Drozdetskiy,17,15
Xiaohai Li,34,22
Graeme Penney,17,1
song-chun zhu,20,2
pascale minet,27,16
Shih-Fu Chang,26,11
Xiaoqiu Huang,32,17
Vipin Kumar,40,32
Alainna White,1,0
Michael Codish,28,13
Scott R. Presnell,28,16
David Blei,15,4
Gareth Funka-Lea,24,17
Sharma Chakravarthy,25,5
Paulo Barreto,15,3
Lenwood S. Heath,30,18
Renaud Lambiotte,10,4
Karthik Sankaranarayanan,12,2
Alan Rector,35,27
Takio Kurita,25,0
Shugen Ma,30,17
Stanislaw Szpakowicz,30,20
John Mitchell,28,8
Enoch S. Huang,20,5
Daniel P. Ferris,21,5
Petar Popovski,14,7
Masahiko Inami,17,7
C.-C. Jay Kuo,40,19
Paul Lu,23,14
Arpita Ghosh,10,2
Michael R. Lyu,28,10
Gerald Matz,19,12
Jiheng Yang,35,18
Andrew Turpin,19,12
Lizy Kurian John,18,9
Sung-Hyuk Cha,16,10
Syrus C Nemat-Nasser,13,1
Dimitrios S. Kolovos,11,5
Chris Volinsky,19,5
SH Basie von Solms,41,19
Dianne P O'Leary,38,17
Olivier Pivert,23,4
Naehyuck Chang,23,16
Ayse Pinar Saygin,13,4
Alberto Caprara,19,4
Jerry Chen,35,32
Jacek Zurada,39,17
Xavier Amatriain,15,4
Sang-Uk Lee,40,27
James Moody,20,7
Mark Liao,24,10
Xiaoyu Wang,33,28
Michael Rabinovich,22,10
Michael O. Duff,20,17
kaiqi huang,31,26
Le Zhang,32,23
Randy Katz,39,35
Luis Gravano,23,9
Alexander Schill,27,14
Daniel Weiskopf,16,8
AM Bratkovsky, Alexandre M. Bratkovski, AMBratkovski, A.Bratkovski, Alexander M. Bratkovski,31,16
Daniel M. German,20,11
Radu Patrice Horaud,34,6
Mark Spong,33,27
Jason Z. Zhang,36,24
Deepayan Chakrabarti,12,3
Valentin Turchin,43,25
Andy Huibers,22,8
Roger Chamberlain,29,6
Genevieve Melton-Meaux,14,0
Miltiadis Lytras,14,4
Todd O. Yeates,28,13
Tamal K. Dey,26,12
Philip Nelson,37,14
Onur Mutlu,12,7
Eduardo Eyras,17,5
Mark Steedman,42,28
Benjamin Haibe-Kains,10,2
Dariusz Przybylski,13,1
Anselm Blumer,29,7
Christof Koch,33,17
Paul White,28,12
Terrence Furey,14,1
Josien Pluim,19,8
Anders Jacobsen Skanderup,7,5
Daniel M Russell,35,14
Jennifer Lai,23,0
Roberto M Cesar-Jr,19,14
G Strijkers,18,10
Yoshio Tanaka,49,33
Mark Johnson,30,21
Tarek Abdelzaher,19,8
H. Ramesh,44,36
Ronald Parr,18,8
Pedro Larrañaga,22,9
VS Subrahmanian,27,21
Jon McAuliffe,14,12
Robert C. Moore,41,12
Wendi Heinzelman,16,2
Marco Roveri,19,6
Zheshen Wang,35,15
N Kasabov,34,15
Wladek Minor,33,16
Don Towsley,39,23
Bernadette Dorizzi,23,13
Gerhard Weikum,32,25
Jianyong Wang,17,6
Alex Dekhtyar,19,12
Lindley Darden,39,26
Noam Shomron,12,4
Nigel Horspool,36,2
Lorincz, Andras,32,18
Katherine Huang,16,8
Daniel Dajun Zeng ,21,3
Nathan Michael,9,5
Peter Kovesi,31,16
Lixia Zhang,28,11
Alkis Simitsis,13,1
Venugopal V. Veeravalli,23,12
Hassan Gomaa,37,29
Kuang-chih Lee,37,28
Ping Zhang,21,8
Marina Sirota,7,0
Xiaoqing Zhu,31,21
Jiannong Cao,29,23
Chrystopher L. Nehaniv,26,14
Junqiu Wang,34,26
Dawn Song,17,6
Mong Li Lee,23,13
Christoph Stiller,24,9
Carl Edward Rasmussen,21,13
jianyong chen,25,1
Yi Li,34,22
José M. Bioucas Dias,34,25
Doug Stinson,37,28
Renata Vieira,21,5
Liang-Jie Zhang (LJ),32,23
Charles Sutton,12,4
Victor Lee,17,1
Franck Rousseau,16,5
Fernando Pedone,17,3
Shyhtsun Felix Wu,24,12
Jean Peccoud,25,1
Karoly Heberger,32,26
Andreas Griewank,35,28
David Gries,47,17
Abdenour Hadid,14,6
Elmar Pruesse,7,0
Bill Triggs,30,22
William B. Hansen,38,13
Glenn Judd,12,6
Mark D Wilkinson,21,9
Guoqiang Mao,14,7
Michael Chau,13,3
Euisin Lee,39,28
Marcin Imielinski,10,7
Robert Gaizauskas,26,15
Michael Leuschel,20,9
Ren Wang,32,19
Kevin W. Bowyer,36,24
Ryan Baker,15,10
andras frank,38,20
Volker Markl,16,3
Andy Konwinski,6,2
Andrew H Sung,22,10
Ilan Koren,14,4
Leon Sterling,35,26
Kai Hormann,18,9
Akhilesh Pandey, MD, Ph.D.,38,26
Mohamed Gouda,38,24
Louis L. Whitcomb,27,12
Pierre Dupont,25,22
Maria Virvou,23,14
Wolfgang Bluhm,23,10
Jens Krinke,16,3
dario rossi,12,5
Maria V. Sanchez-Vives,22,8
Satoshi KAGAMI,21,9
Eric Nyberg,26,22
Robert L. Grossman,45,34
Barbara Caputo,16,6
Zhenyu ZHANG,38,28
Erez Zadok,20,8
Anton Enright,15,9
Jovan Popović,18,8
Richard J. Boland, Jr.,36,19
Edoardo Amaldi,32,16
Antonio Ortega,22,6
Pinar Duygulu Sahin,15,4
William W. Hsieh,33,18
Pierre Pinson,11,4
Paulo de Souza,20,10
Steven Feiner,34,17
David Collins,25,18
Xue Li,28,21
John Leonard,28,5
Peter Axel Nielsen,33,18
Patrick Bas,16,4
yves pigneur,19,16
James Graham,36,17
Cédric Fournet,18,5
Konrad Schindler,13,7
John Tang,29,6
Bulent Arman Aksoy,2,0
Sam Malek,11,6
Alice M. AGOGINO,36,27
Hai Liu,36,25
Pablo Moscato,25,0
Ulrich Pferschy,19,10
Ying Zhang,33,27
Yifan Hu,35,32
Wim van Dam,35,29
Joost van de Weijer,16,9
Aaron Sloman,52,16
Luca Mottola,10,7
Gary Strand,22,8
Ning Xu,22,2
Peter Polson,49,20
Wolfgang Kinzel,36,7
Stavros Tripakis,18,0
Tiziana Margaria,25,18
Bruce H. Krogh,36,26
Chia Shen,23,14
Ji-Rong Wen,26,15
Xudong Jiang,26,12
Robert S Laramee,13,3
Ronald Burt,40,36
Bernd Jähne,35,26
Reid G. Smith,35,3
Fionn Murtagh,36,20
Zoltan Gyongyi,8,0
Martin Leucker,16,7
Sanguk Kim,25,1
amos ron,45,33
Michal Feldman,12,2
Tibor Gyimothy,30,21
Alan Cox,27,9
Lars Juhl Jensen,16,8
Ido Dagan,24,16
Aidong Zhang,36,19
Jesus M. Gonzalez-Barahona,19,10
Riccardo Bellazzi,36,30
Yi Ma (马毅),17,12
Z Zhang,36,24
Jiri Matas,23,7
Sara Kiesler,43,27
N Xue,14,5
Linda A Macaulay,29,11
Charles Xiaoxue Wang,38,33
Peter Sestoft,29,8
Antonio Torralba,23,14
Kurt Anstreicher,30,19
David Bindel,17,3
Rein van den Boomgaard,19,12
Helen Petrie,20,14
Qing Liu,34,30
Réjean Plamondon,40,25
Harald Reiterer,25,3
Byung Kook Kim,42,28
Maxim Volgushev,32,24
Yoav Cohen,32,5
David Nagle,11,5
Ting Wang,29,12
Wonyong Sung,34,19
Giovanni Peres,33,28
Marc Roper,27,16
Eddy Caron,15,7
Jennifer Mankoff,17,6
Amr Hamdy,19,15
Sandeep Kulkarni,20,10
Yoav Freund,22,3
Derek Hoiem,9,4
Stefan Steidl,12,7
Youngjoo Lee,40,38
Yves Demazeau,29,10
Kadri Hacioglu,16,8
Stephane Grumbach,26,1
Ender Ayanoglu,28,12
Sing Bing Kang,26,16
Michèle Sebag,26,10
Hugo Liu,10,2
Pietro Perona,26,2
David Brumley,15,6
Mark JW Lee,10,3
Alon Halevy,22,4
Brian Neil Levine,18,6
Finn Kensing,29,14
Xin-She Yang,36,32
Robert S. McCann,29,6
Rob J. van der Geest,22,10
Niranjan Suri,18,8
Polly Huang,16,2
Lennart Ljung,43,28
Francesca Toni,22,0
Yolanda Gil,27,18
Andreas Ziehe,15,4
Frank Maurer,25,14
Edwin Diday,42,29
Peter D Mosses,40,15
H. Steven Colburn,49,34
Chunming Li,8,0
Isaac COHEN,23,4
Eun Jung Kim,36,24
he yonggang,32,15
Dave Bacon,15,1
Andrew Watson,36,6
Santiago Schnell,20,10
Franco Fummi,23,13
Gary Bishop,29,11
Rajan Lukose,16,4
Urbashi Mitra,25,14
Ruby Chiu-Hsing Weng,11,4
Klaus Schulten,42,24
Heejo Lee,38,25
Sorin Draghici,18,9
Pär J. Ågerfalk,16,10
Hervé Lebret,12,3
Mei-Hwa Chen,29,13
Ronald Maier,21,11
Shlomo Engelson Argamon,23,15
Mark Bachman,27,15
Yoshimasa Tsuruoka,17,8
Cho-Li Wang,36,15
Liang-Bi Chen (陳良弼),36,34
Peter Denning,49,11
Kevin Skadron,21,15
Xiuqiao Li,33,23
Ranveer Chandra,38,28
Cristina Conati,21,9
Jaakko Hollmén,17,3
Neal Patwari,17,8
Siu Cheung Hui,26,19
Vivek K Goyal,19,6
Gerhard Woeginger,27,11
Marek Chrobak,30,16
Reiko Heckel,21,4
Anthony Steed,30,10
Milica Stojanovic,21,8
Ralf Hinze,21,7
Nikos Mamoulis,18,7
Sabrina De Capitani di Vimercati,18,6
Sameer Antani,18,6
Linda Hannick,10,1
Michael Wimmer,16,5
ahmad mahmoud,21,21
Aydin Tozeren,40,0
Roch Guerin,29,6
Yi-Ping Hung,28,13
Dr Alex Zelinsky,30,19
Mark van den Brand,22,9
Murat Arcak,16,3
Alex Bronstein,12,3
Evangelos Markatos,24,5
M. Cummings,20,13
Hong-Wei Sun,35,31
Yehoshua Perl,41,13
Wayne Snyder,27,14
Joonki Paik,26,17
Salvador García,16,10
Hong Zhang,31,10
Nicholas Hopper,16,5
Gang Qu,16,3
Trent Jaeger,20,10
Hal Daume III,21,16
CT  Kelley,37,22
Rob van Glabbeek,27,9
Simon Kaplan,25,9
Assaf Schuster,26,2
聲毅 吳 Sheng-Yi Wu,33,8
Kemal Ebcioglu,33,25
Owen Rambow,26,17
Gregory D. Abowd,25,15
Alessio R Lomuscio,17,4
Yuqiang Guan,9,6
Tuomas Sandholm,23,10
Bradley Evan Paden,27,10
Robert J. Marks II,37,15
Loki Natarajan,23,16
Santosh Shrivastava,38,20
Xiaofeng Ren,12,1
James M Keller,43,22
Clément Gosselin,32,8
Qingbo Wang,36,23
Eric Mjolsness,33,23
Joemon M  Jose,22,17
David Forslund,37,19
Andres Santos,20,3
Dan Boneh,21,8
Peter F. Brown,21,13
Vincent S. Tseng,12,3
Hongzhi Wang (王宏志),36,32
Hilbert Johan Kappen,27,20
Qingshan Liu,11,0
Chia-Hui Chang,21,13
Lichan Hong,18,3
Dongning Guo,16,7
Michael Cafarella,10,3
Mark Dredze,11,4
Tao Xiang,20,9
Priya Mahadevan,12,0
Xiaoming Liu,34,23
Franz Baader,29,18
Bernhard Pfahringer,26,21
Euripides Petrakis,26,15
Clark Barrett,18,11
Larry Hodges,32,14
Mark Maybury,24,11
Mitchell Wand,39,26
Yannis Smaragdakis,19,3
Yu-Jen Chen,36,34
Bernard Manderick,25,0
Yoichi Sato,20,3
Avishai Wool,19,9
Jacques Ferber,30,15
Geoffrey Fox,46,22
Lars Wolf,22,10
Yang Guo,23,12
Oscar Nierstrasz,33,12
Du Zhang,33,20
Roberto Tadei,37,18
Constantinos S. Pattichis,26,14
Thomas Casavant,31,5
Jan Rutten,28,14
Victor Solovyev,34,24
Koh Hosoda,24,4
Min Zhang,16,7
Kaleem Siddiqi,30,16
Renee Miller,38,27
Edward H Shortliffe,41,11
Marcelo M. Wanderley,18,10
Philipp Slusallek,24,11
Scott Pakin,19,0
Amr El Abbadi,30,12
Dalong Li,35,23
Vincent Lepetit,16,12
Javier Esparza,25,6
Nicolas Tsapatsoulis,17,4
Twan Basten,20,16
Nesime Tatbul,17,6
Rudy Setiono,36,20
Reinhard Wilhelm,38,27
Matthew Dwyer,20,6
Steven Swanson,22,12
Bruce Donald,31,7
Siddharth Suri,10,8
Prem  Devanbu,28,3
Eitan Tadmor,39,15
Andrew Davison,18,12
Laura Ray,25,8
Rebecca E. Grinter,21,8
Sanghamitra Bandyopadhyay,36,22
Christodoulos A. Floudas,30,11
Nick Bostrom,19,7
Ralf Steinmetz,30,15
Neil Spring,14,2
Mark Liberman,40,3
Yves Robert,32,18
Tapio Salakoski,22,15
Jim Smith,20,9
Victor Shnayder,9,1
R. (Inald) L. Lagendijk,27,7
Vandermeulen Dirk,28,11
Salvatore Stolfo,35,19
Katsuro Inoue,46,34
Brian D. Wilson,21,5
Junghoo Cho,38,22
Thomas Pock,10,7
Sanjiv Singh,28,22
Jose Julio Alferes,24,2
Patricia Babbitt,30,17
Shashi Shekhar,28,12
Yugyung Lee,39,26
J. Michael Steele,41,12
Jorge Angeles,32,8
Olivier Temam,22,1
David Chiang,14,5
Richard Kitney,43,0
Wendy Hall,37,29
Gerhard Klimeck,24,7
Maria Francesca Costabile,24,7
Berthier Ribeiro-Neto,15,2
Zheng Yang,16,10
Brendan McKay,38,5
Haitao Wu,15,4
Marimuthu Palaniswami,35,21
Vicent Botti,28,18
Kevin Fu,17,10
Jouni Lampinen,16,9
shai avidan,18,10
Lee Sai Peck,42,34
Simon Lucey,16,13
Karon MacLean,26,18
Sarah Kummerfeld,13,4
Yingying Zhu,33,32
Allison Woodruff,23,9
Andreas Antoniou,47,26
Andreas Haeberlen,14,4
Sandeep Kumar,40,28
George Kollios,15,4
Song Chong,22,19
Leslie Willcocks,27,11
Joseph Szustakowski,14,1
Gary Hon,10,0
Yutaka Matsuo,15,12
Grigoris Antoniou,30,20
frank de Boer,25,20
Jerome Lauret,21,12
Friedemann Mattern,31,6
Alfred Menezes,25,8
Blair MacIntyre,23,10
Wayne Hocking,35,6
Philip LF Johnson,13,3
Rogério de Lemos,24,19
Shankar Krishnan,19,6
Mung Chiang,37,29
Paul McGettigan,7,0
John Ousterhout,37,32
Andris Ambainis,20,13
Gajendra PS Raghava,26,13
Bernd Froehlich,26,7
Frank Gibbons,13,8
Mark Lubell,18,1
Andrew D. Back,21,6
Patrick Cousot,38,1
Alberto Giovanni Busetto,7,5
Riccardo Bettati,22,4
Jonathan Gunn,6,5
Ioannis A. Kakadiaris,23,16
Ioannis A. Kakadiaris,23,16
Muffy Calder,31,20
Nikhil Bansal,15,5
Marcelo Marti,14,3
Mauro Maggioni,15,6
William B. Frakes,32,11
Ligang Wu,10,5
Robert Cartwright,37,15
Robert van de Geijn,28,22
Ramon Doallo,26,24
Hussein T. Mouftah,32,18
Rong Yan,32,25
Cuntai Guan,21,14
David P. Williamson,31,12
Tony Hey,42,32
yunlong sheng,28,8
Chiou-Ting Hsu,18,3
Bruno Siciliano,29,15
Tony Li,22,4
Stefan Schaal,26,9
Andreas Prlic,16,13
John T. Wen,30,7
Michele Zorzi,22,11
David Dice,16,8
Matthew Baker,25,12
John H. Hartman,23,2
Kacsuk Péter,27,10
Kay Nieselt,17,5
Amotz Bar-Noy,26,8
Yashwant K Malaiya,36,14
L. Darrell Whitley,31,11
William P. Patterson,22,1
Philip S. Yu,37,19
Laurence Nigay,23,2
Rajeev Thakur,22,8
Hagit Attiya,31,20
Soumen Chakrabarti,41,26
Augustin Chaintreau,14,7
Cugola Gianpaolo,19,6
Xiaofeng Liao,20,10
Luigi Di Stefano,24,14
Jingfang Wang,35,28
Michael Elad,20,12
Michael Elad,20,12
Jan Kratochvil,30,10
Rana X. Adhikari,28,23
Alan C. Schultz,27,21
Selina S. Dwight,25,13
Adhemar Bultheel,41,23
Peter Rogan,34,23
A. Enis Cetin,28,20
M Dahlin,20,1
David Stockwell,22,9
Paul Fieguth,22,5
Henrik Iskov Christensen,27,16
Gautam Das,29,16
Desmond Higham,27,14
Paulo F. Ribeiro, PhD, FIEEE, FIET,29,16
Shyong (Tony) Lam,17,8
Michael L. Scott,31,8
Waqar Ahmad,35,13
Kun Zhou,16,6
Tom Snijders,39,24
Anshul Kundaje,12,10
Carroll Morgan,31,7
rachid guerraoui,22,11
Carsten Rother,15,5
Peter McOwan,22,17
James Nagy,23,15
Pieter J. Mosterman,20,6
R. Sekar,25,12
Dr. Qiang Yang,36,33
Wessel Kraaij,24,16
Dieter Kratsch,31,22
christian bessiere,23,3
Bonnie Dorr,27,19
Adam Wolisz,29,19
Junsong Yuan,10,8
Robert Farrell,34,6
Emmanuel Barillot,23,17
Gilles Brassard,36,15
Alberto Maria Segre,31,24
Jorge Urrutia,33,20
Karl Iagnemma,17,7
Marc Levoy,37,11
Janez Brest,19,11
Mark Coates,17,5
edward herskovits,24,3
Paul Tarau,25,15
Gordon Wilfong,29,18
Stefano Paraboschi,22,10
Vana Kalogeraki,15,3
Carole Twining,20,11
Weiru Liu,24,7
Kenton O'Hara,20,3
Paolo Giudici,22,13
Kevin Y Yip,11,9
Karl Broman,18,7
Georg Klein,8,4
Xiaodong Li,19,15
David Hutchison,33,23
Michael Macedonia,21,3
Andreas Rechtsteiner,15,4
Julien Langou,17,12
Mats Bengtsson,24,11
Klaus Jansen,23,10
Sue Moon,19,15
Sue Moon,19,15
David W. Cheung,18,1
Martin Haardt,21,11
Alan Sussman,32,19
Dapeng Oliver Wu,31,17
Ross Wilkinson,29,11
Cynthia Dwork,32,21
John D. Storey,13,2
Soumya D. Mohanty,19,14
Heinrich (Heinz) W. Schmidt,37,26
David Bull,27,6
Pierre Charbonnier,21,5
Barry Wellman,42,8
John Hosking,29,13
Martin Snelgrove,34,20
Mitsuru Ishizuka,33,27
George Wolberg,28,5
Irina Rish,20,7
Guoyin Wang,18,6
Li-Shiuan Peh,18,6
Thomas Navin Lal,7,3
Jianer Chen,32,19
Wolfgang Emmerich,21,12
Pavel Pudil,33,13
Pavel Pudil,33,13
Shengxiang Yang,15,6
Yu Zhong,19,2
Oded Maimon,34,30
WL Xu,32,22
Paul Groth,17,14
Hans Tompits,5,5
Keke Chen,33,24
George Foster,22,2
Wade Trappe,19,10
Steven W. McLaughlin,22,13
Juergen Cox,17,11
John L Spouge,31,16
Stephen Cox,26,2
Johan Håstad,30,17
Michael C Williams,24,14
M. Lynne Markus,34,2
Aly Farag,24,12
Matthias Teschner,19,10
Ruslan Salakhutdinov,12,4
Jin Keun Seo,29,17
Todd Millstein,16,4
Yorick Wilks,48,29
Hong-Linh Truong,13,4
Rob Knight,16,11
Pat Hayes,42,0
Leo Kroon,31,12
Abhay Parekh,23,2
Volkan Cevher,13,9
Darren Gergle,16,4
Vladimir Stankovic,13,5
Hans Hansson,30,10
Christoph Benzmüller,17,0
Giovanni Di Crescenzo,20,10
Roland Siegwart,25,22
Gilles Muller,27,22
Anja Feldmann,22,6
Roland Siegwart,25,22
David Rand,6,0
Ian Mitchell,18,6
Jiguo Li,32,25
Hongping Zhao,10,7
Horacio Saggion,20,17
Xiaohui (Helen) Gu (顾晓晖）,33,22
Venkata N. Padmanabhan,21,7
Gert Smolka,33,10
Kenny Paterson,21,10
Ronald de Wolf,19,6
Steve Searle,23,11
Cristian S. Calude,35,23
David J Fleet,30,10
Tim Ebbels,16,9
Gerald Häubl,18,5
Hannes Högni Vilhjálmsson,16,7
Bernardo Cuenca Grau,10,3
Philip D. Gray,36,23
Amílcar Sernadas,33,8
Jon Kleinberg,28,13
Jason TL Wang,35,23
Ling Wang,37,23
Norbert Pelc,40,17
Mongi Abidi,30,8
Marshall Bern,29,13
Angelo Montanari,24,4
Deog-Kyoon Jeong,27,9
Daniel Razansky,11,6
Nigam Shah,12,5
Richard Watson,26,15
David Blaauw,26,14
Marcello Bonsangue,21,16
Erik Elmroth,23,18
Bor-rong Chen,11,1
Eric I-Chao Chang (张益肇),24,13
Wray Buntine,28,8
Barbara Olasov Rothbaum,31,9
Graham Finlayson,22,3
Jeff Bilmes,26,10
Timothy Warburton,19,13
Nick Benton,22,12
Shuvra S. Bhattacharyya,35,33
Joemon Jose,22,17
Tudor Girba,10,3
Rainer Fuchs,15,4
Chris Chu,18,3
Peter Dolog,13,3
Charlotte Deane,17,5
Olfa Nasraoui,22,9
Qi Tian,28,20
Gabriel H. Loh,15,7
Ovidiu Ivanciuc,25,19
Elizabeth Belding,15,0
Domenico Lembo,13,6
Nancy M. Amato,22,6
Nicolas Christin,14,5
Shai Ben-David,36,26
Robert John,18,6
Alexandros Potamianos,22,7
Brent Waters,11,3
Marcello Pelillo,23,8
Stefan Kurtz,20,10
Kavitha Venkatesan,10,2
Leila MG Fonseca,26,8
Mike Hinchey,22,3
Hamed Mohsenian-Rad,10,6
Liming Chen,36,13
Paris Avgeriou,14,3
James R Cordy,38,33
Andreas Wilke,11,5
Dmitry Chetverikov,33,21
Justin Jee,7,4
Hong Qin,20,0
Peter Corcoran,28,22
Suresh Singh,45,28
Masatoshi Ishikawa,35,25
Katleen De Preter,12,0
John MacCormick,15,3
Dr. Hongliang Li,29,18
Jan Rabaey,35,23
Jihie Kim,33,29
Michel Valstar,10,1
Michel Valstar,10,1
Shigeru Obayashi,31,12
Daniel Cohen-Or,38,27
Yeon-Mo Yang,32,20
Geoffrey Smith,25,7
Cecilia Mascolo,18,7
Abhishek Patil,11,2
Tom Bylander,29,10
Perry R. Cook,29,19
Ce Liu,13,0
Kevin Warwick,33,22
Bob Felderman,25,6
Qi Liu,34,25
Fabian Kuhn,14,2
Kenneth Kin-Man Lam,22,4
Volker Krueger,18,11
José Luis Verdegay,31,16
Răzvan Diaconescu,24,8
Sotiris Kotsiantis,11,4
Mikhail Atallah,32,20
Jérôme Feret,13,3
Geoff Coulson,23,3
Yunlong Sheng,28,14
Trevor James Hall,36,7
Liusheng Huang(黄刘生),19,15
Lynn Wilcox,32,18
Giancarlo Succi,26,16
Jan-Mark Geusebroek,19,11
Frederic Semet,22,7
Ana Cavalcanti,26,13
Dr. Fredrik O. Vannberg,17,10
John A. Goldsmith,38,3
Ewa Deelman,18,9
Brian Towles,14,1
Ioannis Stamelos,19,8
Daniel Amyot,21,10
Werner Purgathofer,32,21
olivier boissier,24,12
Stefano Ferraina,24,6
IB Türkşen,44,16
Florian Eyben,7,3
Wentian  Li,29,22
Derek Long,28,17
Iain Matthews,18,8
Sanjiv Kumar,40,29
Francesco Scarcello,21,13
Chew Lim Tan,29,17
Johan Pouwelse,15,6
Murdoch Gabbay,15,3
Yannis Avrithis,17,8
Antonio Manuel Lopez,18,14
Luc Jaulin,22,8
Jonathan Bard,35,19
Keith A. Crandall,23,6
Xian-Sheng Hua,25,20
Piero Fraternali,25,11
Bonnie Webber,37,16
Jorge Dias,28,21
arthur gretton,13,3
Henrik Stewenius,10,4
Dominic KC Ho,28,8
Kari-Jouko Raiha,38,26
Philipp Koehn,20,13
Niranjan Nagarajan,11,5
Katia Obraczka,24,15
Adrian Sheppard,21,14
Steven Bird,24,19
Ravi Kumar,19,5
Jay Hesselberth,16,0
Vijay Saraswat,29,4
Mark Gales,22,5
Xiaolan Zhang,32,22
Claude Marché,25,18
Paolo Ienne,22,2
Li Zhang,32,13
Thomas Dyhre Nielsen,22,17
Kobus Barnard,19,7
Jarek Rossignac,24,4
Caifeng Shan,10,5
Ben Langmead,7,2
Andrew Monk,37,27
Esa Alhoniemi,14,4
Daniel Rueckert,25,10
Mary-Anne Williams,26,10
Murat Demirbas,14,4
Jens Vygen,22,20
Rama Chellappa,35,24
Renato Werneck,14,6
Radu Grosu,21,6
Petri Myllymaki,25,13
Andreas Terzis,15,8
Andreas Terzis,15,8
Adam Kiezun,13,12
Arnaud Céol,10,3
Giacomo Vianello,7,4
Kai Yu,34,29
Mark Wallace,30,23
Peter J. Ramadge,36,9
Noam Slonim,15,1
Cornelis W. Oosterlee,23,9
Hyeoncheol Kim,37,31
Amanda Chetwynd ,31,10
Alon Efrat,23,10
Cesare Furlanello,24,20
David Cox,11,0
Isaac Asimov,59,49
Benedikt Brors,17,13
Chee Yap,38,24
Bruno Blanchet,18,6
Margaret-Anne Storey,27,22
Alessandro Garcia,29,21
Igor Mozetic,29,1
Charles Elkan,27,7
Luís Moniz Pereira,37,0
Sangjin Kim,39,20
MengChu zhou,34,19
Ioannis Vlahavas,23,19
Ying Li,37,29
Martin Hofmann,22,11
Richard Nowakowski,39,8
bhiksha raj,19,1
Guoliang Li （李国亮）,10,8
Cees de Laat,31,16
David Castanon,37,1
Han-Chieh Chao,26,20
Edward Laumann,49,29
Jeffrey C Johnson,33,9
Karen Henricksen,11,3
Gideon Weiss,47,29
Marco Caccamo,17,7
Arno Scharl,16,7
Marie-Pierre Jolly,23,10
Wenyuan Xu,34,18
Xavier Bresson,12,5
Jeff Linderoth,16,2
Marta Sales-Pardo,15,6
Gideon Dror,15,8
Peter Bro Miltersen,23,7
